OrderID|CustomerID|ProductID|StoreID|OrderType|Timestamp|Brand|ItemSize|ProductName|Collection|Price|ClearanceType
65T62ZZ|FX408|37-327-246|#9112|HomeDelivery|2020-03-16 12:52:15|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
65T62ZZ|FX408|64-654-502|#9112|HomeDelivery|2020-03-16 12:52:15|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail
S1ZC9WD|BP332|00-893-818|#6658|InStore|2020-01-23 22:20:24|Banana Republic|L|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail
F93DS99|WN614|43-105-886|#6658|InStore|2020-01-29 21:27:33|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
F93DS99|WN614|77-870-213|#6658|InStore|2020-01-29 21:27:33|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
199QQ1K|PY118|00-893-818|#4479|InStore|2020-03-15 07:50:08|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.97|FinalSale
199QQ1K|PY118|76-558-812|#4479|InStore|2020-03-15 07:50:08|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance
243FCZ6|FZ686|50-500-575|#9367|InStore|2020-02-14 13:01:48|Gap|M|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail
243FCZ6|FZ686|05-574-428|#9367|InStore|2020-02-14 13:01:48|Gap|M|Hello, World! JavaScript Graphic Tee|Kids Tops|8.99|Clearance
243FCZ6|FZ686|52-602-718|#9367|InStore|2020-02-14 13:01:48|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail
243FCZ6|FZ686|50-597-783|#9367|InStore|2020-02-14 13:01:48|Gap|M|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|20.95|FullRetail
243FCZ6|FZ686|73-142-641|#9367|InStore|2020-02-14 13:01:48|Gap|M|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail
243FCZ6|FZ686|24-868-681|#9367|InStore|2020-02-14 13:01:48|Gap|M|The Conjuring Graphic Tee Collection|Kids Tops|9.99|Clearance
243FCZ6|FZ686|29-761-664|#9367|InStore|2020-02-14 13:01:48|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|41.99|Clearance
243FCZ6|FZ686|10-561-512|#9367|InStore|2020-02-14 13:01:48|Gap|M|Environmentally Unconcious Jean Shorts|Denim Shop|33.97|FinalSale
243FCZ6|FZ686|22-487-163|#9367|InStore|2020-02-14 13:01:48|Gap|M|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance
7C795W2|UA163|37-327-246|#6658|InStore|2020-01-14 02:40:09|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
7C795W2|UA163|04-992-436|#6658|InStore|2020-01-14 02:40:09|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.97|FinalSale
5TT7S4T|AC683|76-558-812|#4291|InStore|2020-02-07 01:08:19|Banana Republic|L|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance
ZS8W665|OC614|97-602-297|#4291|HomeDelivery|2020-01-23 10:14:54|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail
8SQQF46|AR560|52-602-718|#8803|InStore|2020-01-24 21:28:41|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail
8SQQF46|AR560|73-142-641|#8803|InStore|2020-01-24 21:28:41|Gap|M|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail
8SQQF46|AR560|75-833-369|#8803|InStore|2020-01-24 21:28:41|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
8SQQF46|AR560|57-583-745|#8803|InStore|2020-01-24 21:28:41|Gap|M|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.95|FullRetail
8SQQF46|AR560|43-780-794|#8803|InStore|2020-01-24 21:28:41|Gap|M|Blue Light Blocker Monocle|Accessories|19.99|Clearance
8SQQF46|AR560|29-761-664|#8803|InStore|2020-01-24 21:28:41|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|41.97|FinalSale
F278KKF|IS689|29-948-151|#9112|StorePickup|2020-03-06 16:02:32|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.97|FinalSale
Z3T2Z7F|HD486|75-833-369|#9367|InStore|2020-01-21 19:19:19|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
Z3T2Z7F|HD486|52-602-718|#9367|InStore|2020-01-21 19:19:19|Gap|S|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail
Z3T2Z7F|HD486|73-142-641|#9367|InStore|2020-01-21 19:19:19|Gap|S|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail
Q9SW8RK|UQ631|75-833-369|#8803|InStore|2020-01-13 02:57:15|Gap|L|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.99|Clearance
Q9SW8RK|UQ631|10-561-512|#8803|InStore|2020-01-13 02:57:15|Gap|L|Environmentally Unconcious Jean Shorts|Denim Shop|33.97|FinalSale
DF2Q5W6|EY688|10-966-490|#9612|InStore|2020-01-29 21:57:02|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail
91FRKCC|OC614|77-870-213|#9543|HomeDelivery|2020-01-08 15:45:15|Banana Republic|XL|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
82Z267Z|EF356|50-500-575|#8425|StorePickup|2020-02-28 06:13:53|Gap|S|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail
D2TSQ42|SA958|60-444-763|#9837|InStore|2020-02-19 23:28:42|Gap|S|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.95|FullRetail
D2TSQ42|SA958|77-682-180|#9837|InStore|2020-02-19 23:28:42|Gap|S|I'm A Potato Graphic Crop Tee|Women's Tops|11.95|FullRetail
D2TSQ42|SA958|50-500-575|#9837|InStore|2020-02-19 23:28:42|Gap|S|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail
28RQ91W|RO832|82-161-128|#6042|InStore|2020-01-10 03:08:25|Banana Republic|S|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.95|FullRetail
KZ66QQD|LX912|10-966-490|#6658|InStore|2020-02-29 17:44:18|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail
53T8ZTW|EQ402|50-597-783|#9837|InStore|2020-01-28 08:03:28|Gap|XL|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|20.99|Clearance
53T8ZTW|EQ402|64-692-585|#9837|InStore|2020-01-28 08:03:28|Gap|XL|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.95|FullRetail
95Z527C|QM447|00-893-818|#4291|InStore|2020-02-09 06:33:57|Banana Republic|XS|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance
99T7697|SM835|04-992-436|#7038|InStore|2020-03-28 01:32:38|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance
1Z3KTQF|BL458|50-597-783|#7104|InStore|2020-03-08 22:26:55|Gap|S|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|20.95|FullRetail
1Z3KTQF|BL458|45-570-528|#7104|InStore|2020-03-08 22:26:55|Gap|S|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.95|FullRetail
Z4S62KW|BA713|76-558-812|#6042|HomeDelivery|2020-02-24 13:09:20|Banana Republic|S|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance
Z1DSK71|LI104|54-133-899|#9112|HomeDelivery|2020-01-28 07:01:09|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail
D8Z7KDZ|BQ842|09-875-876|#8289|StorePickup|2020-02-18 14:55:52|Gap|L|Comfortable Jeans, Exclusive to Size(s): XXXS|Denim Shop|54.95|FullRetail
D8Z7KDZ|BQ842|43-780-794|#8289|StorePickup|2020-02-18 14:55:52|Gap|L|Blue Light Blocker Monocle|Accessories|19.99|Clearance
D8Z7KDZ|BQ842|50-500-575|#8289|StorePickup|2020-02-18 14:55:52|Gap|L|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.99|Clearance
ZS63CWW|SM933|29-948-151|#6658|HomeDelivery|2020-03-28 23:35:27|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance
6DW500R|UR381|76-558-812|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
6DW500R|UR381|43-105-886|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
6DW500R|UR381|04-992-436|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance
6DW500R|UR381|29-948-151|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail
FZD58W5|MX491|77-870-213|#1047|HomeDelivery|2020-01-10 14:40:07|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|53.99|Clearance
FZD58W5|MX491|76-558-812|#1047|HomeDelivery|2020-01-10 14:40:07|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance
C050D7K|VL968|37-327-246|#6042|HomeDelivery|2020-03-30 20:45:45|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
C050D7K|VL968|64-654-502|#6042|HomeDelivery|2020-03-30 20:45:45|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail
S91ZD85|LM260|76-558-812|#5627|InStore|2020-02-14 12:37:56|Banana Republic|L|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
D2W4130|OP863|10-966-490|#9612|HomeDelivery|2020-01-31 17:45:26|Banana Republic|XL|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance
Q0T6403|FU754|04-992-436|#9112|InStore|2020-03-27 02:51:52|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail
Q0T6403|FU754|79-411-382|#9112|InStore|2020-03-27 02:51:52|Banana Republic|L|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail
S5F5F85|KJ276|31-880-165|#1047|InStore|2020-01-22 00:25:51|Banana Republic|M|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance
S5F5F85|KJ276|08-230-912|#1047|InStore|2020-01-22 00:25:51|Banana Republic|M|Scratchy Woolen Socks|Accessories|7.99|Clearance
S5F5F85|KJ276|43-105-886|#1047|InStore|2020-01-22 00:25:51|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
CW11CK1|JN273|10-113-846|#9367|InStore|2020-03-06 00:18:43|Gap|XS|My Wife Borat Graphic Tee|Men's Tops|50.95|FullRetail
CW11CK1|JN273|45-570-528|#9367|InStore|2020-03-06 00:18:43|Gap|XS|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.95|FullRetail
CW11CK1|JN273|64-692-585|#9367|InStore|2020-03-06 00:18:43|Gap|XS|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.95|FullRetail
CW11CK1|JN273|29-761-664|#9367|InStore|2020-03-06 00:18:43|Gap|XS|Dishwasher-Safe Jean Shorts|Denim Shop|41.99|Clearance
SRD5W21|FZ130|75-833-369|#9837|StorePickup|2020-03-10 18:46:07|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail
KT8R1S3|SZ722|60-444-763|#7104|StorePickup|2020-02-04 22:16:08|Gap|S|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.99|Clearance
65Q2286|CD704|10-966-490|#6658|InStore|2020-03-07 19:44:19|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance
W71D2R1|RV603|00-893-818|#1047|StorePickup|2020-03-21 02:51:53|Banana Republic|XL|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance
S7SSWK2|LI104|10-966-490|#8271|StorePickup|2020-03-09 05:53:38|Banana Republic|S|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail
FZF5T71|QA184|54-133-899|#6042|HomeDelivery|2020-01-05 03:03:51|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail
KD0DQ19|MY678|97-602-297|#9112|HomeDelivery|2020-01-08 21:10:22|Banana Republic|XL|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance
02ZF1CS|YW757|55-469-816|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail
02ZF1CS|YW757|76-558-812|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail
02ZF1CS|YW757|64-654-502|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail
02ZF1CS|YW757|82-161-128|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.99|Clearance
STDZRZC|AJ381|29-948-151|#9612|InStore|2020-03-27 10:32:42|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance
STDZRZC|AJ381|10-966-490|#9612|InStore|2020-03-27 10:32:42|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail
F74ZRDW|NP897|50-500-575|#9367|StorePickup|2020-03-11 01:42:12|Gap|XL|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail
F74ZRDW|NP897|26-434-264|#9367|StorePickup|2020-03-11 01:42:12|Gap|XL|Bootleg Boot Cut |Denim Shop|39.99|Clearance
2TK34Z1|QX752|31-880-165|#6658|HomeDelivery|2020-03-04 17:59:53|Banana Republic|L|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance
2TK34Z1|QX752|37-327-246|#6658|HomeDelivery|2020-03-04 17:59:53|Banana Republic|L|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
FQCW74C|VF299|82-161-128|#6569|HomeDelivery|2020-02-20 06:29:12|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.95|FullRetail
1TF32RF|EF784|97-602-297|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail
1TF32RF|EF784|79-411-382|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail
1TF32RF|EF784|04-992-436|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail
1TF32RF|EF784|29-948-151|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail
1TF32RF|EF784|43-105-886|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
S59K539|BL707|73-142-641|#8803|InStore|2020-02-07 14:10:16|Gap|L|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail
3W103Q3|BT878|55-469-816|#9543|InStore|2020-03-25 21:57:59|Banana Republic|S|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.97|FinalSale
W93K1RF|YR698|10-966-490|#6042|InStore|2020-01-10 19:54:04|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance
W93K1RF|YR698|00-893-818|#6042|InStore|2020-01-10 19:54:04|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance
9Z095F6|WN750|10-966-490|#1047|InStore|2020-03-19 23:29:05|Banana Republic|XL|Tan Slacks for Serious Press Conference|Men's Bottoms|138.97|FinalSale
9Z095F6|WN750|79-411-382|#1047|InStore|2020-03-19 23:29:05|Banana Republic|XL|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.99|Clearance
S90Q9KR|AF383|76-558-812|#6658|HomeDelivery|2020-01-29 02:36:45|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance
S90Q9KR|AF383|10-966-490|#6658|HomeDelivery|2020-01-29 02:36:45|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance
2ZW5738|BL897|64-654-502|#8271|HomeDelivery|2020-01-11 11:59:21|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail
2ZW5738|BL897|00-893-818|#8271|HomeDelivery|2020-01-11 11:59:21|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail
SRZWF75|YW531|43-105-886|#4479|InStore|2020-02-05 22:49:19|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.99|Clearance
SRZWF75|YW531|82-161-128|#4479|InStore|2020-02-05 22:49:19|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.97|FinalSale
R9K7C5Z|LP205|00-893-818|#6042|InStore|2020-02-08 01:12:01|Banana Republic|S|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail
R9K7C5Z|LP205|93-552-710|#6042|InStore|2020-02-08 01:12:01|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
ZKT89Z3|UL763|93-552-710|#4291|HomeDelivery|2020-03-25 21:33:06|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.99|Clearance
975CF88|TT411|77-870-213|#6569|HomeDelivery|2020-02-27 16:56:31|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail
8TK2Z52|IE492|54-133-899|#9033|HomeDelivery|2020-03-21 21:20:14|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail
39QQ2S3|AT614|43-105-886|#6042|InStore|2020-01-08 13:21:29|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
39QQ2S3|AT614|04-992-436|#6042|InStore|2020-01-08 13:21:29|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail
S87QFZW|DA234|64-654-502|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|32.97|FinalSale
S87QFZW|DA234|79-411-382|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail
S87QFZW|DA234|08-230-912|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Scratchy Woolen Socks|Accessories|7.95|FullRetail
S87QFZW|DA234|93-552-710|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
CK274ZZ|PJ347|37-327-246|#4479|HomeDelivery|2020-02-18 00:11:20|Banana Republic|XL|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail
CK274ZZ|PJ347|55-469-816|#4479|HomeDelivery|2020-02-18 00:11:20|Banana Republic|XL|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail
Q05S1D7|DW122|77-374-679|#7104|InStore|2020-02-07 14:50:54|Gap|L|Baby Shoes, Never Worn |Accessories|10.99|Clearance
Q496046|YX782|60-444-763|#9367|InStore|2020-02-08 00:04:03|Gap|L|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.99|Clearance
0CCZW69|PH874|82-161-128|#8271|InStore|2020-01-30 16:46:42|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.99|Clearance
S2Z0C41|LD983|29-948-151|#6569|InStore|2020-01-27 02:27:06|Banana Republic|L|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance
QW83625|LM260|29-761-664|#5101|InStore|2020-03-02 11:08:09|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|41.99|Clearance
5ZZW1RF|NZ684|10-966-490|#1047|InStore|2020-01-28 05:42:42|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance
F74F49S|KJ407|37-327-246|#4479|InStore|2020-01-07 07:37:31|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.99|Clearance
F74F49S|KJ407|43-105-886|#4479|InStore|2020-01-07 07:37:31|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail
F74F49S|KJ407|64-654-502|#4479|InStore|2020-01-07 07:37:31|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail
K5TZC98|HF993|29-948-151|#9112|InStore|2020-01-05 03:37:58|Banana Republic|L|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance
QK25Q78|DK687|05-574-428|#8289|StorePickup|2020-03-21 13:23:24|Gap|M|Hello, World! JavaScript Graphic Tee|Kids Tops|8.97|FinalSale
QQ1R9Q1|JB441|79-411-382|#9112|InStore|2020-01-10 11:25:20|Banana Republic|S|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.99|Clearance
Z4ZZKD4|VO346|05-574-428|#8289|InStore|2020-01-16 07:24:05|Gap|XS|Hello, World! JavaScript Graphic Tee|Kids Tops|8.99|Clearance
Z4ZZKD4|VO346|47-230-154|#8289|InStore|2020-01-16 07:24:05|Gap|XS|SpaceX Branded Socks, by NASA™|Kids Tops|5.99|Clearance
Z4ZZKD4|VO346|65-100-438|#8289|InStore|2020-01-16 07:24:05|Gap|XS|N-A-P Logo Branded Sweater|Kids Tops|55.95|FullRetail
Z4ZZKD4|VO346|45-570-528|#8289|InStore|2020-01-16 07:24:05|Gap|XS|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.99|Clearance
SZ9Q90Z|OQ100|93-552-710|#8271|HomeDelivery|2020-01-08 13:19:59|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail
ZT0TZ83|IJ128|04-992-436|#1047|InStore|2020-03-23 21:18:25|Banana Republic|S|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance
ZDSK0KZ|RQ524|43-105-886|#9612|InStore|2020-01-08 15:42:35|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.99|Clearance
7R2K58Q|CD992|00-893-818|#7038|HomeDelivery|2020-03-15 11:11:27|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance
7R2K58Q|CD992|97-602-297|#7038|HomeDelivery|2020-03-15 11:11:27|Banana Republic|M|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance
8FW5ZW5|HS945|79-411-382|#9612|StorePickup|2020-03-11 18:08:25|Banana Republic|L|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail
0F4TZWW|TX925|47-230-154|#8803|InStore|2020-01-29 15:43:59|Gap|M|SpaceX Branded Socks, by NASA™|Kids Tops|5.95|FullRetail
0F4TZWW|TX925|09-875-876|#8803|InStore|2020-01-29 15:43:59|Gap|M|Comfortable Jeans, Exclusive to Size(s): XXXS|Denim Shop|54.99|Clearance
