OrderID|ProductID|StoreID|OrderType|Timestamp|Brand|ItemSize|ProductName|Collection|Price|ClearanceType|StoreName|Location
FFWQ8ZZRZZ|15-679-264|#7513|InStore|2020-03-23 01:46:33|Banana Republic|XL|White Camisole with Regina George Cutouts|Women's Tops|50.97|FinalSale|Leesburg Premium Outlets|VA
FFWQ8ZZRZZ|56-680-355|#7513|InStore|2020-03-23 01:46:33|Banana Republic|XL|Beach Week Linen Button Down, Off-White|Men's Tops|39.95|FullRetail|Leesburg Premium Outlets|VA
Z8T455Z462|44-617-559|#7189|InStore|2020-01-11 13:26:01|Banana Republic|S|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|119.95|FullRetail|Dulles Town Center|VA
Z8T455Z462|55-274-850|#7189|InStore|2020-01-11 13:26:01|Banana Republic|S|Iota Delta Kappa Olive Chinos|Men's Bottoms|44.99|Clearance|Dulles Town Center|VA
7R6R176D6F|27-755-390|#5839|HomeDelivery|2020-01-04 15:12:34|Banana Republic|S|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.99|Clearance|Stony Point Fashion Park|VA
7R6R176D6F|27-254-250|#5839|HomeDelivery|2020-01-04 15:12:34|Banana Republic|S|Sun.png Summer Collection Sundress|Women's Tops|45.95|FullRetail|Stony Point Fashion Park|VA
5ZK83KD0FC|66-484-621|#5192|InStore|2020-02-25 22:20:30|Gap|XL|My Mom Bought Me These Brown Slacks|Kids Bottoms|9.99|Clearance|Williamsburg Premium Outlets|VA
QZ6KTTQ10T|12-543-674|#7189|HomeDelivery|2020-02-01 14:33:23|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|120.99|Clearance|Dulles Town Center|VA
QZ6KTTQ10T|03-387-220|#7189|HomeDelivery|2020-02-01 14:33:23|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|3.97|FinalSale|Dulles Town Center|VA
8SFCZ2RD1Q|56-680-355|#6501|HomeDelivery|2020-03-08 03:15:35|Banana Republic|S|Beach Week Linen Button Down, Off-White|Men's Tops|39.95|FullRetail|Tysons Corner Center|VA
0SF0SF0778|56-680-355|#8806|InStore|2020-02-16 22:52:14|Banana Republic|L|Beach Week Linen Button Down, Off-White|Men's Tops|39.99|Clearance|Fashion Centre at Pentagon City|VA
WRZ41K7K75|69-329-471|#4174|HomeDelivery|2020-01-25 03:39:41|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.95|FullRetail|Reston Town Center|VA
CC2F092DD5|17-388-616|#3201|HomeDelivery|2020-01-13 01:27:14|Gap|XS|N-A-P Logo Branded Sweater|Kids Tops|37.95|FullRetail|Fair Oaks Mall|VA
CC2F092DD5|09-206-978|#3201|HomeDelivery|2020-01-13 01:27:14|Gap|XS|Rainbow Collection Camouflage Camisole Top|Women's Tops|3.95|FullRetail|Fair Oaks Mall|VA
CC2F092DD5|73-839-177|#3201|HomeDelivery|2020-01-13 01:27:14|Gap|XS|SpaceX Branded Socks, by NASA™|Kids Tops|4.97|FinalSale|Fair Oaks Mall|VA
CC2F092DD5|10-770-592|#3201|HomeDelivery|2020-01-13 01:27:14|Gap|XS|Wrinkled Gray Sweatpants for Work-From-Home|Men's Bottoms|13.95|FullRetail|Fair Oaks Mall|VA
CC2F092DD5|55-124-958|#3201|HomeDelivery|2020-01-13 01:27:14|Gap|XS|My Wife Borat Graphic Tee|Men's Tops|21.99|Clearance|Fair Oaks Mall|VA
CC2F092DD5|03-907-165|#3201|HomeDelivery|2020-01-13 01:27:14|Gap|XS|Sunday Church on Zoom Children's Khakis|Kids Tops|42.95|FullRetail|Fair Oaks Mall|VA
C1C1239WS6|33-250-116|#4845|InStore|2020-02-22 02:59:59|Gap|L|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Potomac Mills|VA
C1C1239WS6|25-641-963|#4845|InStore|2020-02-22 02:59:59|Gap|L|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|9.95|FullRetail|Potomac Mills|VA
C1C1239WS6|33-174-324|#4845|InStore|2020-02-22 02:59:59|Gap|L|Adam Levine Choker|Accessories|6.95|FullRetail|Potomac Mills|VA
678CC740CQ|99-791-205|#4678|HomeDelivery|2020-03-15 08:30:55|Gap|S|The Conjuring Graphic Tee Collection|Kids Tops|14.95|FullRetail|Dulles Town Center|VA
678CC740CQ|68-962-562|#4678|HomeDelivery|2020-03-15 08:30:55|Gap|S|Dishwasher-Safe Jean Shorts|Denim Shop|48.97|FinalSale|Dulles Town Center|VA
678CC740CQ|09-206-978|#4678|HomeDelivery|2020-03-15 08:30:55|Gap|S|Rainbow Collection Camouflage Camisole Top|Women's Tops|3.99|Clearance|Dulles Town Center|VA
61QZ3S060S|03-387-220|#7513|InStore|2020-02-05 01:48:29|Banana Republic|XS|Wireframe Glasses, Without plastic lenses|Accessories|3.95|FullRetail|Leesburg Premium Outlets|VA
61QZ3S060S|12-543-674|#7513|InStore|2020-02-05 01:48:29|Banana Republic|XS|Tan Slacks for Serious Press Conference|Men's Bottoms|120.95|FullRetail|Leesburg Premium Outlets|VA
RSQDRD7KKR|68-962-562|#5983|InStore|2020-03-13 18:19:43|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|48.99|Clearance|Stony Point Fashion Park|VA
RSQDRD7KKR|33-250-116|#5983|InStore|2020-03-13 18:19:43|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Stony Point Fashion Park|VA
RSQDRD7KKR|33-174-324|#5983|InStore|2020-03-13 18:19:43|Gap|M|Adam Levine Choker|Accessories|6.95|FullRetail|Stony Point Fashion Park|VA
7895RC6DRC|99-475-149|#8790|InStore|2020-01-14 22:46:18|Banana Republic|XS|Yes, I am Experiencing Menopause Thank You for Asking White Linen Chinos|Women's Bottoms|56.95|FullRetail|Williamsburg Premium Outlets|VA
7895RC6DRC|54-550-192|#8790|InStore|2020-01-14 22:46:18|Banana Republic|XS|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|112.99|Clearance|Williamsburg Premium Outlets|VA
56W6R5Q76C|05-145-814|#3201|HomeDelivery|2020-02-26 11:06:19|Gap|XS|Blue Light Blocker Monocle|Accessories|5.95|FullRetail|Fair Oaks Mall|VA
QRQDQSZ7QZ|27-755-390|#8806|InStore|2020-01-29 14:18:47|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.99|Clearance|Fashion Centre at Pentagon City|VA
DD0D761KW5|12-543-674|#8258|HomeDelivery|2020-03-16 04:47:23|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|120.95|FullRetail|Barracks Road Shopping Center|VA
K9R0R4549W|69-329-471|#4174|HomeDelivery|2020-01-05 04:17:50|Banana Republic|XS|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.95|FullRetail|Reston Town Center|VA
K7CZ9QFCC4|12-543-674|#8790|HomeDelivery|2020-01-29 12:12:00|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|120.95|FullRetail|Williamsburg Premium Outlets|VA
CQZ7TK2SRD|03-387-220|#7513|HomeDelivery|2020-01-25 17:55:25|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|3.95|FullRetail|Leesburg Premium Outlets|VA
K7F1K802R0|03-387-220|#4174|InStore|2020-01-17 19:50:42|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|3.99|Clearance|Reston Town Center|VA
K7F1K802R0|44-617-559|#4174|InStore|2020-01-17 19:50:42|Banana Republic|M|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|119.99|Clearance|Reston Town Center|VA
K7F1K802R0|54-550-192|#4174|InStore|2020-01-17 19:50:42|Banana Republic|M|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|112.95|FullRetail|Reston Town Center|VA
810C3R6RWT|15-679-264|#9789|InStore|2020-03-03 11:37:53|Banana Republic|S|White Camisole with Regina George Cutouts|Women's Tops|50.95|FullRetail|Norfolk Premium Outlets|VA
810C3R6RWT|96-566-125|#9789|InStore|2020-03-03 11:37:53|Banana Republic|S|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance|Norfolk Premium Outlets|VA
21854SCSK5|69-329-471|#6501|HomeDelivery|2020-02-17 21:34:39|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.95|FullRetail|Tysons Corner Center|VA
21854SCSK5|03-387-220|#6501|HomeDelivery|2020-02-17 21:34:39|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|3.99|Clearance|Tysons Corner Center|VA
ZQ8CCZQDTR|25-641-963|#5192|InStore|2020-02-28 13:26:54|Gap|XL|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|9.99|Clearance|Williamsburg Premium Outlets|VA
DZS6TKTW52|68-962-562|#4845|InStore|2020-03-04 18:16:53|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|48.99|Clearance|Potomac Mills|VA
DZS6TKTW52|87-515-829|#4845|InStore|2020-03-04 18:16:53|Gap|M|Pink Polo by Kanye Plain Tee |Men's Tops|21.95|FullRetail|Potomac Mills|VA
ZK36K29K96|41-799-931|#8586|HomeDelivery|2020-02-14 04:33:14|Banana Republic|XS|(Marginal) Utility Belt|Accessories|14.95|FullRetail|MacArthur Center|VA
KKWW99Q997|84-978-915|#8258|HomeDelivery|2020-03-01 03:54:46|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|4.99|Clearance|Barracks Road Shopping Center|VA
41WZZR3Z10|68-962-562|#3201|InStore|2020-02-15 16:28:36|Gap|XS|Dishwasher-Safe Jean Shorts|Denim Shop|48.99|Clearance|Fair Oaks Mall|VA
41WZZR3Z10|85-968-340|#3201|InStore|2020-02-15 16:28:36|Gap|XS|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|35.95|FullRetail|Fair Oaks Mall|VA
S2DZDWZKW7|00-506-740|#5192|InStore|2020-01-10 08:04:28|Gap|L|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance|Williamsburg Premium Outlets|VA
ZZ878ZZT0T|44-819-950|#3201|InStore|2020-01-25 07:32:00|Gap|L|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|10.95|FullRetail|Fair Oaks Mall|VA
ZZ878ZZT0T|85-968-340|#3201|InStore|2020-01-25 07:32:00|Gap|L|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|35.95|FullRetail|Fair Oaks Mall|VA
ZZ878ZZT0T|60-417-664|#3201|InStore|2020-01-25 07:32:00|Gap|L|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|44.99|Clearance|Fair Oaks Mall|VA
ZZ878ZZT0T|99-791-205|#3201|InStore|2020-01-25 07:32:00|Gap|L|The Conjuring Graphic Tee Collection|Kids Tops|14.99|Clearance|Fair Oaks Mall|VA
ZZ878ZZT0T|05-145-814|#3201|InStore|2020-01-25 07:32:00|Gap|L|Blue Light Blocker Monocle|Accessories|5.95|FullRetail|Fair Oaks Mall|VA
ZZ878ZZT0T|68-962-562|#3201|InStore|2020-01-25 07:32:00|Gap|L|Dishwasher-Safe Jean Shorts|Denim Shop|48.95|FullRetail|Fair Oaks Mall|VA
8TDRTZF1CW|68-962-562|#5983|InStore|2020-01-16 01:58:29|Gap|L|Dishwasher-Safe Jean Shorts|Denim Shop|48.95|FullRetail|Stony Point Fashion Park|VA
Z16T44244K|17-388-616|#7247|InStore|2020-02-20 18:57:12|Gap|M|N-A-P Logo Branded Sweater|Kids Tops|37.97|FinalSale|Leesburg Premium Outlets|VA
Z16T44244K|03-907-165|#7247|InStore|2020-02-20 18:57:12|Gap|M|Sunday Church on Zoom Children's Khakis|Kids Tops|42.95|FullRetail|Leesburg Premium Outlets|VA
Z16T44244K|68-962-562|#7247|InStore|2020-02-20 18:57:12|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|48.95|FullRetail|Leesburg Premium Outlets|VA
Z16T44244K|85-968-340|#7247|InStore|2020-02-20 18:57:12|Gap|M|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|35.95|FullRetail|Leesburg Premium Outlets|VA
Z16T44244K|39-135-100|#7247|InStore|2020-02-20 18:57:12|Gap|M|Lightly Used Boxer Briefs|Accessories|6.97|FinalSale|Leesburg Premium Outlets|VA
1KKS1172WD|09-206-978|#9729|InStore|2020-03-15 20:59:18|Gap|XL|Rainbow Collection Camouflage Camisole Top|Women's Tops|3.95|FullRetail|Tysons Corner Center|VA
1KKS1172WD|43-735-707|#9729|InStore|2020-03-15 20:59:18|Gap|XL|My roommate looked good in this Denim Jacket|Denim Shop|40.99|Clearance|Tysons Corner Center|VA
Z0S31ZR8WK|79-561-851|#8586|HomeDelivery|2020-02-09 12:20:53|Banana Republic|XS|Mr. Peanut-Style Top Hat (#RIP)|Accessories|4.95|FullRetail|MacArthur Center|VA
FSSWRZ9QK8|43-735-707|#7247|InStore|2020-02-04 16:10:04|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|40.95|FullRetail|Leesburg Premium Outlets|VA
91CCWZK009|56-680-355|#8586|StorePickup|2020-01-09 06:25:58|Banana Republic|L|Beach Week Linen Button Down, Off-White|Men's Tops|39.95|FullRetail|MacArthur Center|VA
76FCW0Z474|33-250-116|#4678|InStore|2020-03-15 23:00:56|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|6.95|FullRetail|Dulles Town Center|VA
76FCW0Z474|17-388-616|#4678|InStore|2020-03-15 23:00:56|Gap|S|N-A-P Logo Branded Sweater|Kids Tops|37.97|FinalSale|Dulles Town Center|VA
WFTT690K49|43-735-707|#5796|InStore|2020-01-31 12:53:32|Gap|L|My roommate looked good in this Denim Jacket|Denim Shop|40.95|FullRetail|Norfolk Premium Outlets|VA
WFTT690K49|17-388-616|#5796|InStore|2020-01-31 12:53:32|Gap|L|N-A-P Logo Branded Sweater|Kids Tops|37.95|FullRetail|Norfolk Premium Outlets|VA
2Q1CZ10WR5|96-566-125|#8586|InStore|2020-01-13 12:41:06|Banana Republic|L|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance|MacArthur Center|VA
08266KF2K6|55-124-958|#4678|InStore|2020-03-09 13:43:55|Gap|S|My Wife Borat Graphic Tee|Men's Tops|21.99|Clearance|Dulles Town Center|VA
S4KC4Z0T50|27-254-250|#1169|InStore|2020-03-25 01:56:20|Banana Republic|XS|Sun.png Summer Collection Sundress|Women's Tops|45.95|FullRetail|Fair Oaks Mall|VA
0TRT65F7Q6|69-329-471|#4751|InStore|2020-03-16 13:30:22|Banana Republic|XS|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.99|Clearance|Short Pump Town Center|VA
976ST1DRWT|96-566-125|#8258|StorePickup|2020-01-15 10:02:51|Banana Republic|M|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance|Barracks Road Shopping Center|VA
W30T776WCS|44-617-559|#4751|InStore|2020-03-04 02:48:59|Banana Republic|M|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|119.99|Clearance|Short Pump Town Center|VA
W30T776WCS|69-329-471|#4751|InStore|2020-03-04 02:48:59|Banana Republic|M|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|179.95|FullRetail|Short Pump Town Center|VA
8QFS940Q2Z|99-475-149|#6501|InStore|2020-03-07 17:11:34|Banana Republic|M|Yes, I am Experiencing Menopause Thank You for Asking White Linen Chinos|Women's Bottoms|56.95|FullRetail|Tysons Corner Center|VA
CZQ4FD3406|96-566-125|#7513|InStore|2020-02-14 07:49:42|Banana Republic|S|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.95|FullRetail|Leesburg Premium Outlets|VA
CZQ4FD3406|84-978-915|#7513|InStore|2020-02-14 07:49:42|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|4.97|FinalSale|Leesburg Premium Outlets|VA
6Z3Z83F07W|15-679-264|#7513|InStore|2020-01-25 16:01:43|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|50.99|Clearance|Leesburg Premium Outlets|VA
6Z3Z83F07W|50-164-380|#7513|InStore|2020-01-25 16:01:43|Banana Republic|M|Tan Suit Jacket for Casual Press Conference|Men's Tops|88.99|Clearance|Leesburg Premium Outlets|VA
6Z3Z83F07W|56-680-355|#7513|InStore|2020-01-25 16:01:43|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|39.95|FullRetail|Leesburg Premium Outlets|VA
CFF6QK7KZF|15-679-264|#4174|StorePickup|2020-03-29 20:54:29|Banana Republic|L|White Camisole with Regina George Cutouts|Women's Tops|50.95|FullRetail|Reston Town Center|VA
CFF6QK7KZF|27-254-250|#4174|StorePickup|2020-03-29 20:54:29|Banana Republic|L|Sun.png Summer Collection Sundress|Women's Tops|45.99|Clearance|Reston Town Center|VA
CFF6QK7KZF|27-755-390|#4174|StorePickup|2020-03-29 20:54:29|Banana Republic|L|Mullet-Cut Midi Fur Skirt|Women's Bottoms|96.95|FullRetail|Reston Town Center|VA
906ZQ1688K|55-274-850|#6501|InStore|2020-01-25 22:30:53|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|44.95|FullRetail|Tysons Corner Center|VA
0999KS2Z4K|03-387-220|#8806|InStore|2020-03-25 11:38:47|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|3.95|FullRetail|Fashion Centre at Pentagon City|VA
Z1W4DD7793|39-464-697|#7189|InStore|2020-02-02 05:23:36|Banana Republic|L|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Dulles Town Center|VA
082R9Q05ZS|96-566-125|#8790|InStore|2020-02-01 21:37:50|Banana Republic|M|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance|Williamsburg Premium Outlets|VA
ZCS0ZRZDZ4|37-353-535|#8258|InStore|2020-03-19 16:46:54|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|44.97|FinalSale|Barracks Road Shopping Center|VA
240S29TQ6Z|96-566-125|#5839|HomeDelivery|2020-03-25 06:40:33|Banana Republic|M|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.95|FullRetail|Stony Point Fashion Park|VA
233WS3SZF5|99-475-149|#7513|InStore|2020-01-06 17:59:33|Banana Republic|L|Yes, I am Experiencing Menopause Thank You for Asking White Linen Chinos|Women's Bottoms|56.95|FullRetail|Leesburg Premium Outlets|VA
