OrderID|CustomerID|ProductID|StoreID|OrderType|Timestamp|Brand|ItemSize|ProductName|Collection|Price|ClearanceType|StoreName|Location
243FCZ6|FZ686|22-487-163|#9367|InStore|2020-02-14 13:01:48|Gap|M|Tobey Maguire Spiderman Graphic Tee|Kids Tops|4.99|Clearance|Short Pump Town Center|VA
7C795W2|UA163|37-327-246|#6658|InStore|2020-01-14 02:40:09|Banana Republic|M|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Stony Point Fashion Park|VA
7C795W2|UA163|04-992-436|#6658|InStore|2020-01-14 02:40:09|Banana Republic|M|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.97|FinalSale|Stony Point Fashion Park|VA
5TT7S4T|AC683|76-558-812|#4291|InStore|2020-02-07 01:08:19|Banana Republic|L|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance|Potomac Mills|VA
ZS8W665|OC614|97-602-297|#4291|HomeDelivery|2020-01-23 10:14:54|Banana Republic|S|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail|Potomac Mills|VA
8SQQF46|AR560|52-602-718|#8803|InStore|2020-01-24 21:28:41|Gap|M|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail|Stony Point Fashion Park|VA
8SQQF46|AR560|73-142-641|#8803|InStore|2020-01-24 21:28:41|Gap|M|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail|Stony Point Fashion Park|VA
8SQQF46|AR560|75-833-369|#8803|InStore|2020-01-24 21:28:41|Gap|M|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail|Stony Point Fashion Park|VA
8SQQF46|AR560|57-583-745|#8803|InStore|2020-01-24 21:28:41|Gap|M|Super Skinny Fit with GapFlex Max Jeans|Denim Shop|37.95|FullRetail|Stony Point Fashion Park|VA
8SQQF46|AR560|43-780-794|#8803|InStore|2020-01-24 21:28:41|Gap|M|Blue Light Blocker Monocle|Accessories|19.99|Clearance|Stony Point Fashion Park|VA
8SQQF46|AR560|29-761-664|#8803|InStore|2020-01-24 21:28:41|Gap|M|Dishwasher-Safe Jean Shorts|Denim Shop|41.97|FinalSale|Stony Point Fashion Park|VA
F278KKF|IS689|29-948-151|#9112|StorePickup|2020-03-06 16:02:32|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.97|FinalSale|Tysons Corner Center|VA
Z3T2Z7F|HD486|75-833-369|#9367|InStore|2020-01-21 19:19:19|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail|Short Pump Town Center|VA
Z3T2Z7F|HD486|52-602-718|#9367|InStore|2020-01-21 19:19:19|Gap|S|My roommate looked good in this Denim Jacket|Denim Shop|30.95|FullRetail|Short Pump Town Center|VA
Z3T2Z7F|HD486|73-142-641|#9367|InStore|2020-01-21 19:19:19|Gap|S|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail|Short Pump Town Center|VA
Q9SW8RK|UQ631|75-833-369|#8803|InStore|2020-01-13 02:57:15|Gap|L|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.99|Clearance|Stony Point Fashion Park|VA
Q9SW8RK|UQ631|10-561-512|#8803|InStore|2020-01-13 02:57:15|Gap|L|Environmentally Unconcious Jean Shorts|Denim Shop|33.97|FinalSale|Stony Point Fashion Park|VA
DF2Q5W6|EY688|10-966-490|#9612|InStore|2020-01-29 21:57:02|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail|Leesburg Premium Outlets|VA
91FRKCC|OC614|77-870-213|#9543|HomeDelivery|2020-01-08 15:45:15|Banana Republic|XL|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail|Fair Oaks Mall|VA
82Z267Z|EF356|50-500-575|#8425|StorePickup|2020-02-28 06:13:53|Gap|S|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail|Dulles Town Center|VA
D2TSQ42|SA958|60-444-763|#9837|InStore|2020-02-19 23:28:42|Gap|S|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.95|FullRetail|Potomac Mills|VA
D2TSQ42|SA958|77-682-180|#9837|InStore|2020-02-19 23:28:42|Gap|S|I'm A Potato Graphic Crop Tee|Women's Tops|11.95|FullRetail|Potomac Mills|VA
D2TSQ42|SA958|50-500-575|#9837|InStore|2020-02-19 23:28:42|Gap|S|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail|Potomac Mills|VA
28RQ91W|RO832|82-161-128|#6042|InStore|2020-01-10 03:08:25|Banana Republic|S|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.95|FullRetail|MacArthur Center|VA
KZ66QQD|LX912|10-966-490|#6658|InStore|2020-02-29 17:44:18|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail|Stony Point Fashion Park|VA
53T8ZTW|EQ402|50-597-783|#9837|InStore|2020-01-28 08:03:28|Gap|XL|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|20.99|Clearance|Potomac Mills|VA
53T8ZTW|EQ402|64-692-585|#9837|InStore|2020-01-28 08:03:28|Gap|XL|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.95|FullRetail|Potomac Mills|VA
95Z527C|QM447|00-893-818|#4291|InStore|2020-02-09 06:33:57|Banana Republic|XS|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance|Potomac Mills|VA
99T7697|SM835|04-992-436|#7038|InStore|2020-03-28 01:32:38|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance|Norfolk Premium Outlets|VA
1Z3KTQF|BL458|50-597-783|#7104|InStore|2020-03-08 22:26:55|Gap|S|Fourth of July Flag Tank, Pre-Mustard Stained|Men's Tops|20.95|FullRetail|Norfolk Premium Outlets|VA
1Z3KTQF|BL458|45-570-528|#7104|InStore|2020-03-08 22:26:55|Gap|S|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.95|FullRetail|Norfolk Premium Outlets|VA
Z4S62KW|BA713|76-558-812|#6042|HomeDelivery|2020-02-24 13:09:20|Banana Republic|S|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance|MacArthur Center|VA
Z1DSK71|LI104|54-133-899|#9112|HomeDelivery|2020-01-28 07:01:09|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail|Tysons Corner Center|VA
D8Z7KDZ|BQ842|09-875-876|#8289|StorePickup|2020-02-18 14:55:52|Gap|L|Comfortable Jeans, Exclusive to Size(s): XXXS|Denim Shop|54.95|FullRetail|Fair Oaks Mall|VA
D8Z7KDZ|BQ842|43-780-794|#8289|StorePickup|2020-02-18 14:55:52|Gap|L|Blue Light Blocker Monocle|Accessories|19.99|Clearance|Fair Oaks Mall|VA
D8Z7KDZ|BQ842|50-500-575|#8289|StorePickup|2020-02-18 14:55:52|Gap|L|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.99|Clearance|Fair Oaks Mall|VA
ZS63CWW|SM933|29-948-151|#6658|HomeDelivery|2020-03-28 23:35:27|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance|Stony Point Fashion Park|VA
6DW500R|UR381|76-558-812|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail|Fair Oaks Mall|VA
6DW500R|UR381|43-105-886|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Fair Oaks Mall|VA
6DW500R|UR381|04-992-436|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.99|Clearance|Fair Oaks Mall|VA
6DW500R|UR381|29-948-151|#9543|InStore|2020-02-27 18:07:58|Banana Republic|S|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|Fair Oaks Mall|VA
FZD58W5|MX491|77-870-213|#1047|HomeDelivery|2020-01-10 14:40:07|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|53.99|Clearance|Fashion Centre at Pentagon City|VA
FZD58W5|MX491|76-558-812|#1047|HomeDelivery|2020-01-10 14:40:07|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance|Fashion Centre at Pentagon City|VA
C050D7K|VL968|37-327-246|#6042|HomeDelivery|2020-03-30 20:45:45|Banana Republic|S|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|MacArthur Center|VA
C050D7K|VL968|64-654-502|#6042|HomeDelivery|2020-03-30 20:45:45|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail|MacArthur Center|VA
S91ZD85|LM260|76-558-812|#5627|InStore|2020-02-14 12:37:56|Banana Republic|L|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail|Short Pump Town Center|VA
D2W4130|OP863|10-966-490|#9612|HomeDelivery|2020-01-31 17:45:26|Banana Republic|XL|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance|Leesburg Premium Outlets|VA
Q0T6403|FU754|04-992-436|#9112|InStore|2020-03-27 02:51:52|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|Tysons Corner Center|VA
Q0T6403|FU754|79-411-382|#9112|InStore|2020-03-27 02:51:52|Banana Republic|L|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail|Tysons Corner Center|VA
S5F5F85|KJ276|31-880-165|#1047|InStore|2020-01-22 00:25:51|Banana Republic|M|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance|Fashion Centre at Pentagon City|VA
S5F5F85|KJ276|08-230-912|#1047|InStore|2020-01-22 00:25:51|Banana Republic|M|Scratchy Woolen Socks|Accessories|7.99|Clearance|Fashion Centre at Pentagon City|VA
S5F5F85|KJ276|43-105-886|#1047|InStore|2020-01-22 00:25:51|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Fashion Centre at Pentagon City|VA
CW11CK1|JN273|10-113-846|#9367|InStore|2020-03-06 00:18:43|Gap|XS|My Wife Borat Graphic Tee|Men's Tops|50.95|FullRetail|Short Pump Town Center|VA
CW11CK1|JN273|45-570-528|#9367|InStore|2020-03-06 00:18:43|Gap|XS|That-Hoodie-You'll-Wear-to-Every-Class Sweater|Men's Tops|49.95|FullRetail|Short Pump Town Center|VA
CW11CK1|JN273|64-692-585|#9367|InStore|2020-03-06 00:18:43|Gap|XS|Mom-Bought-Me-These Brown Slacks|Kids Bottoms|49.95|FullRetail|Short Pump Town Center|VA
CW11CK1|JN273|29-761-664|#9367|InStore|2020-03-06 00:18:43|Gap|XS|Dishwasher-Safe Jean Shorts|Denim Shop|41.99|Clearance|Short Pump Town Center|VA
SRD5W21|FZ130|75-833-369|#9837|StorePickup|2020-03-10 18:46:07|Gap|S|Checkered Cloth Mask with Drinking Straw Hole|Accessories|7.95|FullRetail|Potomac Mills|VA
KT8R1S3|SZ722|60-444-763|#7104|StorePickup|2020-02-04 22:16:08|Gap|S|Human Rights (except for the children who make our clothing) Graphic Tee|Kids Tops|16.99|Clearance|Norfolk Premium Outlets|VA
65Q2286|CD704|10-966-490|#6658|InStore|2020-03-07 19:44:19|Banana Republic|L|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance|Stony Point Fashion Park|VA
W71D2R1|RV603|00-893-818|#1047|StorePickup|2020-03-21 02:51:53|Banana Republic|XL|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance|Fashion Centre at Pentagon City|VA
S7SSWK2|LI104|10-966-490|#8271|StorePickup|2020-03-09 05:53:38|Banana Republic|S|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail|Reston Town Center|VA
FZF5T71|QA184|54-133-899|#6042|HomeDelivery|2020-01-05 03:03:51|Banana Republic|L|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail|MacArthur Center|VA
KD0DQ19|MY678|97-602-297|#9112|HomeDelivery|2020-01-08 21:10:22|Banana Republic|XL|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.99|Clearance|Tysons Corner Center|VA
02ZF1CS|YW757|55-469-816|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail|Short Pump Town Center|VA
02ZF1CS|YW757|76-558-812|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.95|FullRetail|Short Pump Town Center|VA
02ZF1CS|YW757|64-654-502|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail|Short Pump Town Center|VA
02ZF1CS|YW757|82-161-128|#5627|InStore|2020-01-17 16:16:20|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.99|Clearance|Short Pump Town Center|VA
STDZRZC|AJ381|29-948-151|#9612|InStore|2020-03-27 10:32:42|Banana Republic|M|Sun.png Summer Collection Sundress|Women's Tops|49.99|Clearance|Leesburg Premium Outlets|VA
STDZRZC|AJ381|10-966-490|#9612|InStore|2020-03-27 10:32:42|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.95|FullRetail|Leesburg Premium Outlets|VA
F74ZRDW|NP897|50-500-575|#9367|StorePickup|2020-03-11 01:42:12|Gap|XL|Old inventory we couldn't sell StretchFit Leggings|Women's Bottoms|36.95|FullRetail|Short Pump Town Center|VA
F74ZRDW|NP897|26-434-264|#9367|StorePickup|2020-03-11 01:42:12|Gap|XL|Bootleg Boot Cut |Denim Shop|39.99|Clearance|Short Pump Town Center|VA
2TK34Z1|QX752|31-880-165|#6658|HomeDelivery|2020-03-04 17:59:53|Banana Republic|L|Edgar Allen Poe's Snotty Hankerchief|Accessories|6.99|Clearance|Stony Point Fashion Park|VA
2TK34Z1|QX752|37-327-246|#6658|HomeDelivery|2020-03-04 17:59:53|Banana Republic|L|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Stony Point Fashion Park|VA
FQCW74C|VF299|82-161-128|#6569|HomeDelivery|2020-02-20 06:29:12|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.95|FullRetail|Barracks Road Shopping Center|VA
1TF32RF|EF784|97-602-297|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Tan Suit Jacket for Casual Press Conference|Men's Tops|97.95|FullRetail|Norfolk Premium Outlets|VA
1TF32RF|EF784|79-411-382|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail|Norfolk Premium Outlets|VA
1TF32RF|EF784|04-992-436|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|Norfolk Premium Outlets|VA
1TF32RF|EF784|29-948-151|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Sun.png Summer Collection Sundress|Women's Tops|49.95|FullRetail|Norfolk Premium Outlets|VA
1TF32RF|EF784|43-105-886|#7038|InStore|2020-02-14 16:39:43|Banana Republic|XL|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|Norfolk Premium Outlets|VA
S59K539|BL707|73-142-641|#8803|InStore|2020-02-07 14:10:16|Gap|L|Sunday Church on Zoom Children's Khakis|Kids Tops|48.95|FullRetail|Stony Point Fashion Park|VA
3W103Q3|BT878|55-469-816|#9543|InStore|2020-03-25 21:57:59|Banana Republic|S|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.97|FinalSale|Fair Oaks Mall|VA
W93K1RF|YR698|10-966-490|#6042|InStore|2020-01-10 19:54:04|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance|MacArthur Center|VA
W93K1RF|YR698|00-893-818|#6042|InStore|2020-01-10 19:54:04|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.99|Clearance|MacArthur Center|VA
9Z095F6|WN750|10-966-490|#1047|InStore|2020-03-19 23:29:05|Banana Republic|XL|Tan Slacks for Serious Press Conference|Men's Bottoms|138.97|FinalSale|Fashion Centre at Pentagon City|VA
9Z095F6|WN750|79-411-382|#1047|InStore|2020-03-19 23:29:05|Banana Republic|XL|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.99|Clearance|Fashion Centre at Pentagon City|VA
S90Q9KR|AF383|76-558-812|#6658|HomeDelivery|2020-01-29 02:36:45|Banana Republic|M|Yes-I-am-Experiencing-Menopause-Thank-You-for-Asking White Linen Chinos|Women's Bottoms|34.99|Clearance|Stony Point Fashion Park|VA
S90Q9KR|AF383|10-966-490|#6658|HomeDelivery|2020-01-29 02:36:45|Banana Republic|M|Tan Slacks for Serious Press Conference|Men's Bottoms|138.99|Clearance|Stony Point Fashion Park|VA
2ZW5738|BL897|64-654-502|#8271|HomeDelivery|2020-01-11 11:59:21|Banana Republic|M|Plain White T's Designer Graphic Tees|Women's Tops|32.95|FullRetail|Reston Town Center|VA
2ZW5738|BL897|00-893-818|#8271|HomeDelivery|2020-01-11 11:59:21|Banana Republic|M|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail|Reston Town Center|VA
SRZWF75|YW531|43-105-886|#4479|InStore|2020-02-05 22:49:19|Banana Republic|M|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.99|Clearance|Williamsburg Premium Outlets|VA
SRZWF75|YW531|82-161-128|#4479|InStore|2020-02-05 22:49:19|Banana Republic|M|Mullet-Cut Midi Fur Skirt|Women's Bottoms|88.97|FinalSale|Williamsburg Premium Outlets|VA
R9K7C5Z|LP205|00-893-818|#6042|InStore|2020-02-08 01:12:01|Banana Republic|S|Beach Week Linen Button Down, Off-White|Men's Tops|64.95|FullRetail|MacArthur Center|VA
R9K7C5Z|LP205|93-552-710|#6042|InStore|2020-02-08 01:12:01|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|MacArthur Center|VA
ZKT89Z3|UL763|93-552-710|#4291|HomeDelivery|2020-03-25 21:33:06|Banana Republic|L|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.99|Clearance|Potomac Mills|VA
975CF88|TT411|77-870-213|#6569|HomeDelivery|2020-02-27 16:56:31|Banana Republic|M|White Camisole with Regina George Cutouts|Women's Tops|53.95|FullRetail|Barracks Road Shopping Center|VA
8TK2Z52|IE492|54-133-899|#9033|HomeDelivery|2020-03-21 21:20:14|Banana Republic|M|Wireframe Glasses, Without plastic lenses|Accessories|4.95|FullRetail|Dulles Town Center|VA
39QQ2S3|AT614|43-105-886|#6042|InStore|2020-01-08 13:21:29|Banana Republic|L|Vintage Surfboard Graphic Tee, Cotton|Men's Tops|9.95|FullRetail|MacArthur Center|VA
39QQ2S3|AT614|04-992-436|#6042|InStore|2020-01-08 13:21:29|Banana Republic|L|Iota Delta Kappa Olive Chinos|Men's Bottoms|39.95|FullRetail|MacArthur Center|VA
S87QFZW|DA234|64-654-502|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Plain White T's Designer Graphic Tees|Women's Tops|32.97|FinalSale|Williamsburg Premium Outlets|VA
S87QFZW|DA234|79-411-382|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Beautiful Mind Tweed Jacket with Shoulder Pads|Men's Tops|73.95|FullRetail|Williamsburg Premium Outlets|VA
S87QFZW|DA234|08-230-912|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Scratchy Woolen Socks|Accessories|7.95|FullRetail|Williamsburg Premium Outlets|VA
S87QFZW|DA234|93-552-710|#4479|InStore|2020-02-28 13:10:02|Banana Republic|S|Acid-Washed Low-Rise Jeans with LSD-tab-sized pockets|Women's Bottoms|109.95|FullRetail|Williamsburg Premium Outlets|VA
CK274ZZ|PJ347|37-327-246|#4479|HomeDelivery|2020-02-18 00:11:20|Banana Republic|XL|Father's Day Dark Dress Socks|Accessories|3.95|FullRetail|Williamsburg Premium Outlets|VA
CK274ZZ|PJ347|55-469-816|#4479|HomeDelivery|2020-02-18 00:11:20|Banana Republic|XL|Let's-Wear-White-After-Labor-Day 3/4 Sleeve Blazer|Women's Tops|109.95|FullRetail|Williamsburg Premium Outlets|VA
Q05S1D7|DW122|77-374-679|#7104|InStore|2020-02-07 14:50:54|Gap|L|Baby Shoes, Never Worn |Accessories|10.99|Clearance|Norfolk Premium Outlets|VA
